"scenario","replicate","time_point","method","estimate","se","ci_lower","ci_upper","truth","bias","covers","runtime"
"simple",3,180,"Cox PH",0,NA,NA,NA,0.000374015287874892,-0.000374015287874892,NA,0.959999999999127
"simple",4,90,"TMLE",-0.00388880894560208,0.00267442681039666,-0.00913068549397953,0.00135306760277536,0.00032726337689053,-0.00421607232249262,1,0.0400000000008731
"simple",4,90,"TMLE-CF",-0.0124890560819572,0.0371858657469101,-0.0853733529459011,0.0603952407819867,0.00032726337689053,-0.0128163194588477,1,0.349999999998545
"simple",4,90,"AIPW",-0.000113632987779928,0.000196276153453157,-0.000498334248548115,0.000271068272988259,0.00032726337689053,-0.000440896364670458,0,0.0499999999992724
"simple",4,90,"IPTW",-0.0187291458664334,0.00388262595795963,-0.0263390927440343,-0.0111191989888325,0.00032726337689053,-0.0190564092433239,0,0.0200000000004366
"simple",4,90,"G-computation",-2.70214038999763e-06,2.13367300336332e-26,-2.70214038999763e-06,-2.70214038999763e-06,0.00032726337689053,-0.000329965517280528,0,8.25
"simple",4,90,"Cox PH",0,NA,NA,NA,0.00032726337689053,-0.00032726337689053,NA,0.68999999999869
"simple",4,180,"TMLE",-0.00754204348356943,0.00411885788927993,-0.0156150049465581,0.000530917979419231,0.000374015287874892,-0.00791605877144432,1,0.0499999999992724
"simple",4,180,"TMLE-CF",0.00273598085414249,0.217175783086742,-0.422928553995872,0.428400515704157,0.000374015287874892,0.0023619655662676,1,0.279999999998836
"simple",4,180,"AIPW",-0.000575828251938926,0.00041355057940441,-0.00138638738757157,0.000234730883693719,0.000374015287874892,-0.000949843539813818,0,0.0499999999992724
"simple",4,180,"IPTW",-0.0302402404776204,0.00463850767655019,-0.0393317155236588,-0.021148765431582,0.000374015287874892,-0.0306142557654953,0,0.0200000000004366
"simple",4,180,"G-computation",-0.000501232736552939,9.54515251979136e-27,-0.000501232736552939,-0.000501232736552939,0.000374015287874892,-0.000875248024427831,0,5.05999999999767
"simple",4,180,"Cox PH",0,NA,NA,NA,0.000374015287874892,-0.000374015287874892,NA,0.580000000001746
"simple",5,90,"TMLE",0.00283527468161423,0.00239077899426048,-0.00185065214713632,0.00752120151036478,0.00032726337689053,0.0025080113047237,1,0.0499999999992724
"simple",5,90,"TMLE-CF",-1.4359106674654e-13,0.257889095169776,-0.505462626532905,0.505462626532618,0.00032726337689053,-0.000327263377034122,1,0.209999999999127
"simple",5,90,"AIPW",-2.05239627626324e-05,0.000197060408852499,-0.00040676236411353,0.000365714438588265,0.00032726337689053,-0.000347787339653163,1,0.0299999999988358
"simple",5,90,"IPTW",0.0104207272794408,0.00217417213988866,0.00615934988525899,0.0146821046736225,0.00032726337689053,0.0100934639025502,0,0.0100000000020373
"simple",5,90,"G-computation",5.61183048767601e-08,3.75364199528577e-26,5.61183048767601e-08,5.61183048767601e-08,0.00032726337689053,-0.000327207258585654,0,5.61999999999898
